NameTTD	Time
1	1953.0
2	16.0
3	0.0
4	0.0
5	15.0
6	16.0
7	16.0
8	0.0
9	15.0
10	16.0
11	15.0
12	16.0
13	16.0
14	15.0
15	0.0
16	203.0
17	16.0
18	0.0
19	0.0
20	0.0
21	0.0
22	15.0
23	0.0
24	0.0
25	16.0
26	0.0
27	16.0
28	15.0
29	0.0
30	16.0
31	172.0
32	0.0
33	0.0
34	16.0
35	0.0
36	15.0
37	0.0
38	0.0
39	0.0
40	0.0
41	15.0
42	16.0
43	0.0
44	16.0
45	0.0
46	156.0
47	16.0
48	0.0
49	0.0
50	15.0
51	0.0
52	16.0
53	15.0
54	0.0
55	16.0
56	0.0
57	0.0
58	15.0
59	16.0
60	0.0
