NameTTD	Time
1	3.0
2	6.0
3	277.0
4	243.0
5	0.0
6	0.0
7	7.0
8	246.0
9	286.0
10	10.0
11	287.0
12	0.0
13	612.0
14	8.0
15	8.0
16	0.0
17	219.0
18	1.0
19	2.0
20	13.0
21	29.0
22	604.0
23	268.0
24	7.0
25	6.0
26	9.0
27	0.0
28	259.0
29	239.0
30	0.0
31	0.0
32	1.0
33	0.0
34	16.0
35	5.0
36	0.0
37	0.0
38	7.0
39	241.0
40	7.0
41	1269.0
42	0.0
43	31.0
44	1.0
45	0.0
46	0.0
47	19.0
48	471.0
49	0.0
50	16.0
51	0.0
52	32.0
53	88.0
54	4.0
55	0.0
56	7.0
57	3.0
