NameTTD	Time
1	5387.0
2	46.0
3	5437.0
4	145.0
5	65.0
6	7.0
7	61.0
8	18.0
9	46.0
10	51.0
11	25.0
12	666.0
13	30.0
14	74.0
15	132.0
16	31.0
