NameTTD	Time
1	30.0
2	1.0
3	1.0
4	1.0
5	1.0
6	1.0
7	1.0
8	1.0
9	1.0
10	9.0
11	1.0
12	2.0
13	9.0
14	2.0
16	14.0
18	1.0
20	1.0
21	42.0
22	1.0
23	2.0
24	16.0
25	9.0
26	28.0
27	6.0
28	243.0
