NameTTD	Time
2	28.0
3	1.0
4	3.0
5	13.0
8	1.0
9	2.0
10	1.0
11	0.0
12	1.0
13	1.0
14	1.0
15	2.0
16	0.0
17	1.0
18	3.0
19	588.0
20	2000.0
21	1.0
22	0.0
23	0.0
24	0.0
25	1.0
27	1.0
28	3.0
29	8.0
30	0.0
31	3.0
33	1.0
35	2.0
36	1.0
37	1.0
38	24.0
39	0.0
40	3.0
41	5.0
43	13.0
44	1.0
45	1.0
46	14.0
48	10.0
49	13.0
50	354.0
51	1.0
53	2.0
54	1.0
55	0.0
56	2.0
57	5.0
58	0.0
59	25.0
60	1886.0
61	12.0
62	1.0
63	566.0
65	1.0
66	1.0
67	8.0
68	43.0
69	2.0
71	0.0
72	18.0
73	1.0
74	6.0
77	1.0
78	0.0
79	13.0
